account_id,customer_name,account_type,balance,credit_score,annual_income,account_opening_date,last_transaction_date,transaction_count_monthly,overdraft_count,loan_amount,loan_interest_rate,employment_status,marital_status
ACC_00000919,Christopher Frank,Checking,3863.55,663,54436,2023-05-25,2025-06-24,15,1,141675.85,11.37,Self-employed,Married
ACC_00000920,Michael Rios,Investment,31848.01,620,88684,2022-04-24,2025-06-28,17,0,100119.89,11.8,Employed,Divorced
ACC_00000921,Ashley Bailey,Checking,2629.06,684,37617,2022-03-28,2025-06-21,15,3,0.0,0.0,Retired,Married
ACC_00000922,Melissa Marsh,Savings,3567.04,630,38128,2023-10-10,2025-06-24,19,1,0.0,0.0,Retired,Married
ACC_00000923,Sean Green,Checking,969.35,798,45768,2019-12-28,2025-06-12,12,0,0.0,0.0,Retired,Single
ACC_00000924,Rachel Walker,Credit,-1703.59,750,118874,2019-09-07,2025-06-27,17,0,0.0,0.0,Employed,Married
ACC_00000925,Selena Jones,Checking,2127.61,618,97480,2019-12-16,2025-06-08,13,1,0.0,0.0,Employed,Single
ACC_00000926,Charles Hudson,Checking,289.12,756,145281,2016-08-11,2025-06-10,6,0,0.0,0.0,Employed,Married
ACC_00000927,Alejandra Cohen,Checking,585.7,655,104742,2019-07-02,2025-06-22,12,0,0.0,0.0,Employed,Divorced
ACC_00000928,Rebecca Fitzgerald,Checking,10329.77,712,108604,2024-08-09,2025-06-07,15,2,0.0,0.0,Employed,Married
ACC_00000929,Robert Lopez,Credit,-625.37,583,31296,2020-03-10,2025-06-28,21,0,0.0,0.0,Retired,Married
ACC_00000930,Casey Frederick,Checking,1620.92,686,22154,2021-07-28,2025-06-10,12,0,13999.13,11.14,Retired,Single
ACC_00000931,Katie Carter,Checking,3343.09,773,101790,2024-03-08,2025-06-12,7,0,0.0,0.0,Employed,Single
ACC_00000932,William Brown,Checking,4170.13,790,117295,2017-08-03,2025-06-05,20,0,170242.43,10.1,Employed,Single
ACC_00000933,Joanne Sloan,Credit,-2048.05,587,96356,2017-04-24,2025-07-04,9,0,0.0,0.0,Employed,Divorced
ACC_00000934,Andrew Gonzalez,Investment,40852.45,710,106898,2017-07-28,2025-06-11,13,1,0.0,0.0,Employed,Single
ACC_00000935,William Bowman,Checking,707.98,699,104020,2017-01-01,2025-07-03,15,1,0.0,0.0,Employed,Single
ACC_00000936,Ashley Hanna,Checking,1126.55,600,60070,2023-12-18,2025-06-27,19,3,0.0,0.0,Self-employed,Single
ACC_00000937,Tracy Farmer,Checking,7742.95,820,136944,2017-02-26,2025-06-19,15,0,147982.74,9.8,Employed,Divorced
ACC_00000938,Sara Dixon,Savings,11897.11,581,92328,2021-06-03,2025-06-29,18,0,0.0,0.0,Employed,Divorced
ACC_00000939,Mark Rodriguez Jr.,Checking,3016.1,801,37600,2015-10-18,2025-06-09,16,3,0.0,0.0,Retired,Married
ACC_00000940,Brandon Jackson,Savings,26244.9,608,93513,2018-07-18,2025-06-07,18,0,61758.63,11.92,Employed,Single
ACC_00000941,Derrick Sims,Savings,10384.0,599,87460,2024-07-07,2025-07-02,13,0,188381.67,12.01,Self-employed,Married
ACC_00000942,Megan Robles,Investment,27443.46,671,98384,2024-12-05,2025-06-24,14,1,0.0,0.0,Employed,Single
ACC_00000943,Billy Hanson,Checking,983.79,633,89351,2019-09-17,2025-06-30,11,1,0.0,0.0,Employed,Single
ACC_00000944,Mr. Daniel Garcia,Investment,2189.1,775,44954,2023-02-28,2025-06-14,9,1,0.0,0.0,Retired,Divorced
ACC_00000945,Cathy Decker,Savings,29466.28,806,116951,2024-01-01,2025-06-18,24,0,0.0,0.0,Employed,Divorced
ACC_00000946,Ann Gill,Investment,1438.83,546,57081,2015-07-09,2025-07-02,12,0,0.0,0.0,Employed,Single
ACC_00000947,Erica Gomez,Savings,7823.59,617,81559,2023-12-16,2025-06-25,12,0,0.0,0.0,Employed,Single
ACC_00000948,Sarah Duncan,Savings,28928.36,745,118658,2023-09-01,2025-06-17,19,1,0.0,0.0,Employed,Married
ACC_00000949,Wendy Larsen,Savings,20428.55,775,120727,2018-01-30,2025-06-16,21,1,0.0,0.0,Employed,Divorced
ACC_00000950,Mr. Bobby Silva,Checking,118.77,625,1350,2019-05-13,2025-07-01,16,0,0.0,0.0,Unemployed,Married
ACC_00000951,Andrew Fuller,Checking,9067.74,744,124441,2020-04-25,2025-06-19,14,1,0.0,0.0,Employed,Married
ACC_00000952,Frances Woods,Savings,26245.77,622,102695,2021-12-16,2025-07-01,17,2,61792.47,11.78,Employed,Single
ACC_00000953,Tiffany Benson,Checking,578.09,752,36565,2017-12-19,2025-06-28,19,0,0.0,0.0,Retired,Married
ACC_00000954,Heather Fisher,Checking,8380.29,751,92261,2018-08-13,2025-06-20,16,0,0.0,0.0,Self-employed,Married
ACC_00000955,Donald Horton,Savings,4265.85,850,28744,2022-01-08,2025-06-24,15,1,0.0,0.0,Retired,Single
ACC_00000956,Mrs. Sydney Booth,Savings,8094.12,850,56794,2018-12-13,2025-06-26,23,2,0.0,0.0,Retired,Single
ACC_00000957,Jeffrey Hayes,Credit,-1766.76,730,124366,2016-12-20,2025-06-05,16,0,0.0,0.0,Employed,Divorced
ACC_00000958,Bryan Benton,Credit,-2121.27,642,32116,2020-05-03,2025-06-06,13,1,0.0,0.0,Retired,Married
ACC_00000959,David Mueller,Credit,-3172.62,754,102294,2025-03-01,2025-06-23,18,1,218186.87,10.46,Self-employed,Married
ACC_00000960,Renee Garcia,Savings,5069.54,724,124483,2020-07-15,2025-06-05,19,0,0.0,0.0,Employed,Married
ACC_00000961,James Curtis,Credit,-3085.15,754,41609,2015-09-15,2025-06-09,15,1,16904.77,10.46,Retired,Divorced
ACC_00000962,Vicki Hatfield,Savings,40533.47,826,145404,2019-08-01,2025-06-24,16,0,0.0,0.0,Employed,Married
ACC_00000963,Shawn Cooke,Savings,4371.67,622,49723,2020-10-10,2025-07-04,13,2,117493.36,11.78,Retired,Married
ACC_00000964,Paul Morrison,Checking,10396.89,832,132087,2019-09-13,2025-06-12,20,4,0.0,0.0,Employed,Single
ACC_00000965,Yesenia Brown,Checking,7589.55,677,79194,2024-05-02,2025-07-01,9,2,179060.49,11.23,Self-employed,Divorced
ACC_00000966,Evan Bridges,Savings,3870.47,619,29063,2016-09-04,2025-07-04,23,1,0.0,0.0,Retired,Married
ACC_00000967,Laura Kaufman,Credit,-604.74,654,105952,2022-05-28,2025-06-05,16,0,109145.2,11.46,Employed,Divorced
ACC_00000968,April Giles,Checking,10139.08,740,119054,2024-09-09,2025-06-25,13,0,264679.68,10.6,Employed,Married
ACC_00000969,Jennifer Robertson,Credit,-2876.43,743,124412,2021-03-17,2025-06-28,11,0,0.0,0.0,Employed,Divorced
ACC_00000970,Charles Velazquez,Checking,672.28,591,28038,2020-03-25,2025-06-22,10,1,0.0,0.0,Retired,Married
ACC_00000971,Mario Mckinney,Investment,59999.77,841,129599,2020-12-14,2025-06-09,12,1,0.0,0.0,Employed,Married
ACC_00000972,Richard Donovan,Credit,-2389.37,669,72325,2019-05-11,2025-06-13,11,2,0.0,0.0,Self-employed,Married
ACC_00000973,Terry Farmer,Checking,10091.4,819,129099,2020-05-14,2025-06-18,17,1,0.0,0.0,Employed,Married
ACC_00000974,Christie Morris,Credit,-4415.78,775,92823,2024-07-17,2025-06-10,17,0,84583.64,10.25,Self-employed,Married
ACC_00000975,Joshua Hubbard,Checking,3550.06,687,73764,2021-07-25,2025-06-09,10,2,35485.91,11.13,Self-employed,Single
ACC_00000976,Brenda Carter,Investment,42746.2,562,94561,2019-02-16,2025-06-11,13,3,0.0,0.0,Employed,Single
ACC_00000977,Elizabeth Wiley,Savings,22632.87,690,113009,2017-02-03,2025-06-16,18,0,0.0,0.0,Employed,Single
ACC_00000978,Miss Stephanie Smith,Checking,657.15,576,14393,2024-03-22,2025-06-14,17,0,0.0,0.0,Retired,Married
ACC_00000979,Kim Hartman,Checking,7949.05,572,81018,2025-02-01,2025-06-24,20,0,0.0,0.0,Employed,Divorced
ACC_00000980,Rebecca Patterson,Checking,1423.87,629,54113,2022-03-26,2025-06-09,14,0,0.0,0.0,Retired,Single
ACC_00000981,Deborah Hughes,Savings,1467.69,729,14175,2017-02-16,2025-07-01,14,2,0.0,0.0,Retired,Single
ACC_00000982,Paul Frost,Savings,2431.95,694,86237,2019-06-02,2025-06-16,15,2,0.0,0.0,Self-employed,Divorced
ACC_00000983,Colleen Snow,Credit,-773.13,758,93114,2020-06-11,2025-06-18,19,0,0.0,0.0,Self-employed,Married
ACC_00000984,Jerry Irwin,Credit,-391.13,614,19706,2020-12-23,2025-06-26,12,0,0.0,0.0,Retired,Married
ACC_00000985,Mark Navarro,Savings,4544.0,682,41680,2016-07-20,2025-06-12,12,3,0.0,0.0,Retired,Divorced
ACC_00000986,Daniel Mayer,Checking,8212.42,700,122213,2018-10-30,2025-06-27,14,2,0.0,0.0,Employed,Married
ACC_00000987,Anthony Reyes,Checking,5295.46,809,122073,2023-05-08,2025-07-01,16,1,0.0,0.0,Employed,Married
ACC_00000988,Colton Jimenez,Credit,-2151.95,702,51078,2021-08-18,2025-06-15,13,0,64283.01,10.98,Retired,Married
ACC_00000989,Anthony Ayala,Credit,-4733.43,605,100502,2024-06-06,2025-06-30,11,2,0.0,0.0,Employed,Married
ACC_00000990,Keith Gray,Investment,4876.86,547,17054,2018-03-18,2025-06-26,15,0,18814.24,12.53,Unemployed,Single
ACC_00000991,Jeffrey Mason,Savings,8921.48,850,108516,2025-04-14,2025-06-09,17,1,0.0,0.0,Self-employed,Single
ACC_00000992,April Allen,Investment,1800.82,637,109361,2015-10-13,2025-06-17,10,0,0.0,0.0,Employed,Single
ACC_00000993,Lisa Howard,Checking,1359.99,703,116993,2018-10-31,2025-06-23,16,1,0.0,0.0,Employed,Divorced
ACC_00000994,Kimberly Robinson,Checking,9307.28,617,98152,2023-07-19,2025-06-07,16,0,0.0,0.0,Employed,Divorced
ACC_00000995,Emily Tucker,Savings,13975.5,702,113770,2023-03-02,2025-06-30,21,1,128721.95,10.98,Employed,Widowed
ACC_00000996,Thomas Mendez,Credit,-4388.65,659,99028,2021-11-16,2025-06-11,27,0,34871.21,11.41,Employed,Divorced
ACC_00000997,Tracey Bailey,Credit,-2128.98,674,102429,2021-10-09,2025-06-27,10,0,0.0,0.0,Employed,Single
ACC_00000998,Melanie Weaver,Credit,-2802.78,704,112162,2016-03-10,2025-06-17,10,0,229408.85,10.96,Employed,Single
ACC_00000999,Ashley Shah,Checking,64.24,660,0,2022-12-10,2025-06-26,17,1,8303.97,11.4,Unemployed,Married
ACC_00001000,Thomas Roberts,Checking,203.04,779,20449,2019-09-24,2025-06-15,19,1,0.0,0.0,Unemployed,Single
ACC_00001001,Terri Guzman,Credit,-532.63,522,61826,2023-04-19,2025-07-03,21,2,165798.72,12.78,Self-employed,Single
ACC_00001002,Norma Page,Investment,26759.8,573,76719,2023-01-31,2025-06-08,14,0,9959.13,12.27,Employed,Divorced
ACC_00001003,Bryan Carr,Checking,9542.93,693,97033,2020-02-14,2025-06-15,18,0,241424.11,11.07,Employed,Married
ACC_00001004,Justin Nguyen,Checking,9102.44,711,124604,2022-01-18,2025-06-16,17,0,0.0,0.0,Employed,Married
ACC_00001005,Patricia Collins,Credit,-2528.06,568,59501,2017-04-27,2025-06-09,10,0,175996.9,12.32,Employed,Married
ACC_00001006,Dustin Tran,Checking,7789.35,721,102740,2022-12-18,2025-06-18,14,1,0.0,0.0,Employed,Divorced
ACC_00001007,Dylan Schneider,Savings,33450.56,721,114618,2022-11-29,2025-06-11,12,0,0.0,0.0,Employed,Single
ACC_00001008,Christina Jones,Credit,-3315.97,770,131398,2021-11-28,2025-06-18,16,1,0.0,0.0,Employed,Single
ACC_00001009,Tina Brady,Credit,-1241.11,746,119614,2019-03-13,2025-07-02,16,1,0.0,0.0,Employed,Single
ACC_00001010,Patricia Wilson,Checking,984.62,769,128277,2023-10-17,2025-06-19,14,0,0.0,0.0,Employed,Single
ACC_00001011,Gary Diaz,Checking,9661.92,743,102056,2017-09-14,2025-06-16,18,2,240848.16,10.57,Employed,Married
ACC_00001012,Deanna Williams,Checking,1420.37,605,88484,2021-01-03,2025-07-04,16,0,0.0,0.0,Employed,Married
ACC_00001013,Olivia Gray,Checking,6586.82,689,117949,2023-01-04,2025-06-30,18,1,322694.16,11.11,Employed,Single
ACC_00001014,Jonathan Good,Investment,10173.27,741,21217,2018-05-14,2025-06-17,11,0,0.0,0.0,Retired,Married
ACC_00001015,Jocelyn Smith,Checking,7002.59,709,94791,2016-07-03,2025-06-28,17,0,111350.9,10.91,Employed,Married
ACC_00001016,John Wilson,Savings,3365.06,777,12566,2024-07-07,2025-06-24,13,1,76140.7,10.23,Unemployed,Single
ACC_00001017,Denise Garcia MD,Checking,9446.11,850,123741,2015-11-17,2025-06-08,11,0,0.0,0.0,Employed,Single
ACC_00001018,Lisa Rivera,Investment,9101.27,664,107520,2018-02-10,2025-06-15,24,1,0.0,0.0,Employed,Single
ACC_00001019,Veronica Long,Checking,2048.49,611,39700,2017-04-28,2025-06-28,14,1,0.0,0.0,Retired,Single
ACC_00001020,Ryan Burke,Savings,17143.95,609,80487,2023-03-17,2025-07-04,11,0,84635.8,11.91,Employed,Married
ACC_00001021,Julia Bullock,Checking,7797.61,736,99383,2019-07-16,2025-06-25,15,2,0.0,0.0,Self-employed,Single
ACC_00001022,Brian Ramirez,Checking,6898.29,758,103017,2019-03-01,2025-06-09,18,0,0.0,0.0,Employed,Married
ACC_00001023,Angie Parker,Checking,3220.71,755,93741,2025-04-15,2025-06-05,10,3,0.0,0.0,Self-employed,Married
ACC_00001024,Betty Quinn,Savings,18423.84,629,69717,2018-01-27,2025-06-19,15,1,0.0,0.0,Self-employed,Single
ACC_00001025,Zachary Joseph,Checking,6371.64,731,111121,2024-08-25,2025-06-13,17,1,0.0,0.0,Employed,Divorced
ACC_00001026,Brandi Mason,Credit,-422.66,621,77937,2016-07-30,2025-06-14,4,1,0.0,0.0,Employed,Single
ACC_00001027,Mr. Nathan Livingston,Checking,97.97,741,0,2019-02-22,2025-07-01,20,1,0.0,0.0,Unemployed,Divorced
ACC_00001028,Michael Kane,Savings,13760.99,753,130241,2018-05-25,2025-06-12,18,1,99547.06,10.47,Employed,Single
ACC_00001029,Benjamin Hunter,Investment,12977.36,846,134575,2022-04-16,2025-07-02,20,1,0.0,0.0,Employed,Married
ACC_00001030,Logan Sanchez,Checking,374.71,686,38021,2017-02-18,2025-06-18,13,1,49158.63,11.14,Retired,Married
ACC_00001031,Kyle Anderson,Savings,9980.92,687,61963,2018-07-28,2025-06-29,16,1,0.0,0.0,Retired,Single
ACC_00001032,Travis Wall,Checking,1932.95,651,96229,2022-06-11,2025-06-06,18,0,304219.52,11.49,Employed,Married
ACC_00001033,Kenneth Ware,Investment,3272.86,651,94437,2024-12-22,2025-06-22,10,2,190258.41,11.49,Employed,Married
ACC_00001034,Erica Freeman,Checking,8539.21,742,117375,2015-09-22,2025-06-19,17,1,0.0,0.0,Employed,Married
ACC_00001035,Patricia Jones,Checking,3411.84,683,110936,2024-04-20,2025-07-01,12,0,0.0,0.0,Employed,Single
ACC_00001036,Casey Price,Credit,-3273.08,706,78338,2016-08-30,2025-06-25,13,0,0.0,0.0,Self-employed,Married
ACC_00001037,Tyler Lee,Credit,-2499.75,844,143688,2017-10-03,2025-06-22,16,1,0.0,0.0,Employed,Single
ACC_00001038,Maria Caldwell,Credit,-2346.29,615,110857,2017-10-10,2025-06-21,16,2,37467.73,11.85,Employed,Married
ACC_00001039,Richard Garner,Checking,5382.16,589,72858,2024-05-28,2025-07-04,10,1,0.0,0.0,Employed,Married
ACC_00001040,William Young,Credit,-3417.54,716,125053,2017-01-02,2025-06-08,11,2,0.0,0.0,Employed,Married
ACC_00001041,Kenneth Martin,Checking,6874.1,772,128363,2017-12-08,2025-06-08,16,0,288107.52,10.28,Employed,Married
ACC_00001042,Alexandra Hale,Checking,3638.43,543,67906,2022-10-10,2025-06-20,15,2,0.0,0.0,Self-employed,Divorced
ACC_00001043,Joseph Evans,Investment,42178.71,700,118756,2020-12-11,2025-07-04,15,2,0.0,0.0,Employed,Single
ACC_00001044,Lindsey Rodgers,Checking,10392.46,777,121020,2020-02-19,2025-06-23,12,2,0.0,0.0,Employed,Single
ACC_00001045,Marvin Castro,Checking,8466.1,672,105919,2019-12-28,2025-07-01,20,1,344211.97,11.28,Employed,Single
ACC_00001046,Miguel Gibson,Savings,4585.0,594,88431,2024-04-15,2025-06-06,11,0,0.0,0.0,Self-employed,Married
ACC_00001047,Carol Myers,Investment,5914.8,797,137639,2017-09-15,2025-06-09,18,1,365195.13,10.03,Employed,Divorced
ACC_00001048,Jacqueline Hansen,Savings,18533.4,711,114732,2016-08-28,2025-06-12,16,0,0.0,0.0,Employed,Single
ACC_00001049,Kayla Curtis,Investment,20208.15,766,130793,2022-08-15,2025-06-13,13,0,0.0,0.0,Employed,Married
ACC_00001050,Rebecca Foster,Savings,1636.29,758,111311,2018-03-25,2025-06-20,8,0,221279.73,10.42,Employed,Married
ACC_00001051,Katelyn White,Savings,3593.27,850,127085,2022-01-14,2025-06-14,10,1,0.0,0.0,Employed,Single
ACC_00001052,Monique Nelson,Savings,19297.05,670,79572,2016-08-23,2025-06-12,20,2,69137.11,11.3,Self-employed,Single
ACC_00001053,Sheila Sullivan,Checking,362.81,714,114851,2023-12-31,2025-06-05,16,0,0.0,0.0,Employed,Married
ACC_00001054,Terry Gray,Investment,863.31,822,0,2019-01-24,2025-06-29,17,2,0.0,0.0,Unemployed,Married
ACC_00001055,Michael Crawford,Savings,30502.62,764,123843,2024-02-20,2025-06-27,13,1,302265.87,10.36,Employed,Single
ACC_00001056,Cody Taylor MD,Checking,4196.89,620,107692,2019-12-13,2025-06-11,14,0,0.0,0.0,Employed,Married
ACC_00001057,Adam Smith,Checking,11460.89,770,118666,2019-04-23,2025-06-06,13,0,0.0,0.0,Employed,Married
ACC_00001058,Alexander Monroe,Investment,4522.78,688,99430,2018-11-11,2025-06-30,17,1,0.0,0.0,Employed,Married
ACC_00001059,Jeffrey Trujillo,Credit,-3470.43,731,96583,2023-01-08,2025-06-11,16,3,133083.16,10.69,Self-employed,Single
ACC_00001060,Brittany Calderon,Savings,7776.68,786,122748,2016-06-03,2025-06-08,13,1,213773.73,10.14,Employed,Married
ACC_00001061,Joshua Moran,Investment,35432.27,846,134614,2017-02-15,2025-06-21,9,0,386693.3,9.54,Employed,Married
ACC_00001062,Todd Webster,Checking,4922.28,654,79620,2020-09-11,2025-06-19,16,1,205644.06,11.46,Self-employed,Married
ACC_00001063,Ellen Brock,Savings,22669.69,654,97665,2025-03-13,2025-06-13,11,1,0.0,0.0,Employed,Widowed
ACC_00001064,Micheal Gilbert,Credit,-202.69,630,99283,2016-06-02,2025-06-16,11,1,22527.48,11.7,Employed,Married
ACC_00001065,Kevin Howard,Checking,7764.6,749,114377,2017-04-23,2025-06-13,14,1,0.0,0.0,Employed,Divorced
ACC_00001066,Wesley Day,Savings,28261.96,585,106949,2019-12-02,2025-06-21,19,0,0.0,0.0,Employed,Married
ACC_00001067,Brent Franklin,Checking,6558.72,698,101103,2015-11-28,2025-07-02,20,0,0.0,0.0,Employed,Single
ACC_00001068,Walter Obrien,Savings,34508.48,805,121191,2017-09-10,2025-06-13,17,3,313313.66,9.95,Employed,Married
ACC_00001069,Ryan Washington,Savings,20995.95,760,119192,2023-06-10,2025-07-04,16,3,0.0,0.0,Employed,Divorced
ACC_00001070,Cristina Rubio,Checking,143.63,694,1580,2021-09-29,2025-07-02,15,0,6211.21,11.06,Unemployed,Single
ACC_00001071,Margaret Thomas,Credit,-4728.23,802,151815,2023-10-26,2025-06-17,20,2,0.0,0.0,Employed,Widowed
ACC_00001072,Judith Ruiz,Checking,7793.01,752,81554,2015-09-12,2025-07-03,11,0,0.0,0.0,Self-employed,Married
ACC_00001073,Kimberly Sanders,Investment,46152.99,776,138985,2021-06-01,2025-06-17,15,4,4728.78,10.24,Employed,Divorced
ACC_00001074,Alyssa Wright,Checking,10023.43,650,100602,2018-11-06,2025-06-08,10,0,55659.29,11.5,Employed,Single
ACC_00001075,Michael Berry DDS,Credit,-4221.72,752,135467,2016-05-30,2025-07-02,14,3,57352.31,10.48,Employed,Divorced
ACC_00001076,Troy Allen,Savings,4394.4,671,89192,2017-05-29,2025-06-08,14,0,0.0,0.0,Self-employed,Widowed
ACC_00001077,Scott Mathews,Checking,1267.84,742,40402,2016-11-18,2025-06-30,16,2,0.0,0.0,Retired,Single
ACC_00001078,John Adkins,Savings,22232.98,809,102989,2025-02-01,2025-06-24,17,0,147553.56,9.91,Self-employed,Single
ACC_00001079,Gregory Johnson,Checking,6801.12,794,80640,2021-04-10,2025-07-03,20,0,0.0,0.0,Self-employed,Married
ACC_00001080,Cameron Gregory,Investment,8113.39,804,138597,2021-04-25,2025-06-19,20,0,0.0,0.0,Employed,Divorced
ACC_00001081,Ronald Arellano,Savings,23429.33,700,117475,2025-06-05,2025-06-28,12,0,0.0,0.0,Employed,Single
ACC_00001082,Joseph Rangel,Savings,27792.96,680,110733,2016-02-07,2025-07-03,12,2,0.0,0.0,Employed,Single
ACC_00001083,Tasha Campbell,Credit,-3298.88,850,139768,2024-06-24,2025-06-26,12,1,352933.24,9.5,Employed,Single
ACC_00001084,Joseph Bailey,Checking,756.42,700,123048,2018-06-13,2025-06-30,14,0,0.0,0.0,Employed,Married
ACC_00001085,Michelle Zuniga,Investment,13313.14,648,38132,2022-09-20,2025-06-14,17,1,0.0,0.0,Retired,Married
ACC_00001086,Ronald Castro,Checking,8614.02,845,132532,2022-05-31,2025-06-26,19,1,235542.16,9.55,Employed,Married
ACC_00001087,Gloria Simpson,Investment,32607.82,710,77183,2022-12-27,2025-06-17,15,1,0.0,0.0,Self-employed,Single
ACC_00001088,Aaron Dawson,Checking,3505.52,850,144263,2020-03-25,2025-06-17,12,1,0.0,0.0,Employed,Divorced
ACC_00001089,Andrew Turner,Checking,1582.2,760,108393,2021-03-06,2025-06-19,10,0,47961.68,10.4,Employed,Divorced
ACC_00001090,Mary Brown,Savings,826.86,651,42088,2019-05-15,2025-06-23,18,0,0.0,0.0,Retired,Single
ACC_00001091,Michael Yang,Savings,9766.14,726,74834,2019-03-02,2025-06-30,6,0,0.0,0.0,Self-employed,Married
ACC_00001092,Casey Harris,Savings,26306.88,615,95080,2018-12-09,2025-06-18,9,0,0.0,0.0,Employed,Married
ACC_00001093,Deborah Blair,Checking,7517.17,850,157398,2023-01-17,2025-06-22,17,2,0.0,0.0,Employed,Single
ACC_00001094,Marvin Serrano,Savings,14115.55,686,108605,2020-06-02,2025-06-29,17,3,0.0,0.0,Employed,Single
ACC_00001095,Robert Stanley,Checking,160.55,630,83574,2019-02-11,2025-06-10,16,2,0.0,0.0,Employed,Single
ACC_00001096,Steven Watson,Investment,15724.77,613,37228,2023-08-01,2025-06-18,18,1,0.0,0.0,Retired,Married
ACC_00001097,Richard Singleton,Checking,3282.44,664,35355,2020-05-30,2025-06-10,13,2,0.0,0.0,Retired,Married
ACC_00001098,Gary Kennedy,Savings,14115.11,760,52114,2019-06-18,2025-06-08,15,1,0.0,0.0,Retired,Married
ACC_00001099,Kelly Hunt,Savings,1496.62,711,72378,2020-03-27,2025-06-08,19,0,84987.14,10.89,Self-employed,Single
ACC_00001100,Jill Williams,Savings,8050.52,604,81908,2023-09-01,2025-06-13,14,0,0.0,0.0,Employed,Divorced
ACC_00001101,Valerie Peters,Savings,10559.17,528,55634,2017-09-25,2025-06-07,14,2,0.0,0.0,Self-employed,Divorced
ACC_00001102,Kimberly Adams,Credit,-2320.61,560,31604,2021-12-13,2025-06-11,20,0,11238.09,12.4,Retired,Married
ACC_00001103,Brian Mcdonald,Investment,18678.69,704,84351,2024-07-28,2025-06-11,20,0,0.0,0.0,Self-employed,Single
ACC_00001104,Angel Jacobson,Savings,15006.23,724,99786,2023-04-04,2025-06-30,17,2,0.0,0.0,Employed,Single
ACC_00001105,Leslie Everett,Credit,-2480.06,668,90313,2020-12-16,2025-06-10,15,2,0.0,0.0,Employed,Single
ACC_00001106,James Wright,Checking,12899.34,752,132988,2025-01-27,2025-06-14,11,1,0.0,0.0,Employed,Divorced
ACC_00001107,Dana Paul,Investment,26623.15,744,134730,2019-03-29,2025-06-18,20,0,0.0,0.0,Employed,Divorced
ACC_00001108,Brittany Franklin,Savings,22859.06,675,97203,2022-01-10,2025-06-19,20,2,0.0,0.0,Employed,Married
ACC_00001109,Robert Hart,Checking,5149.32,686,85474,2025-01-29,2025-06-18,20,1,0.0,0.0,Self-employed,Married
ACC_00001110,Meghan Dunn,Checking,5667.86,587,66779,2025-05-14,2025-06-29,17,0,0.0,0.0,Self-employed,Single
ACC_00001111,Thomas Lewis,Credit,-2076.69,635,74410,2019-03-19,2025-06-14,15,2,0.0,0.0,Self-employed,Single
ACC_00001112,Michael Wagner,Credit,-1026.48,708,110464,2022-11-15,2025-06-10,12,2,0.0,0.0,Employed,Married
ACC_00001113,Michelle Miller,Savings,29000.19,690,103303,2018-09-26,2025-06-24,16,1,28461.1,11.1,Self-employed,Divorced
ACC_00001114,Joseph Johnson MD,Checking,9892.46,738,125692,2024-03-17,2025-06-12,14,0,0.0,0.0,Employed,Divorced
ACC_00001115,Michelle Bolton,Checking,2812.3,668,97567,2017-07-22,2025-06-18,29,3,0.0,0.0,Employed,Single
ACC_00001116,Jade Jackson,Checking,156.59,593,10250,2021-10-01,2025-06-13,19,2,0.0,0.0,Unemployed,Widowed
ACC_00001117,Leah Cruz,Checking,7836.88,804,121153,2021-08-29,2025-06-18,22,1,90005.77,9.96,Employed,Married
ACC_00001118,William Lawson,Checking,5161.19,728,132394,2016-12-20,2025-06-28,20,0,0.0,0.0,Employed,Widowed
ACC_00001119,Edward Johnson Jr.,Checking,5533.97,723,86263,2017-10-24,2025-06-07,9,0,0.0,0.0,Self-employed,Married
ACC_00001120,Glenn Wallace,Investment,8937.79,569,20419,2025-06-10,2025-06-23,16,2,76515.88,12.31,Retired,Married
ACC_00001121,Sherry Brandt,Savings,7415.01,639,42009,2016-10-20,2025-06-27,18,2,0.0,0.0,Retired,Divorced
ACC_00001122,Rhonda Moore,Checking,4334.92,793,127454,2023-10-12,2025-07-02,11,0,0.0,0.0,Employed,Single
ACC_00001123,Caroline Kelly,Checking,7057.29,507,71541,2025-07-02,2025-06-18,16,0,0.0,0.0,Employed,Widowed
ACC_00001124,Lauren Taylor,Savings,6795.14,675,72319,2016-06-28,2025-06-18,15,2,200127.66,11.25,Self-employed,Divorced
ACC_00001125,Shane Dixon,Checking,1499.57,791,56070,2025-01-29,2025-06-11,19,0,0.0,0.0,Retired,Single
ACC_00001126,Stephanie Allen,Checking,9943.53,754,128460,2019-01-24,2025-06-20,13,1,0.0,0.0,Employed,Single
ACC_00001127,Cheyenne Brown,Checking,133.38,634,33565,2022-06-15,2025-07-04,15,2,18298.85,11.66,Retired,Divorced
ACC_00001128,Chelsea Baxter,Checking,2194.54,685,107937,2022-09-08,2025-06-28,12,0,0.0,0.0,Employed,Widowed
ACC_00001129,Jaime Miller,Checking,8221.87,692,109711,2019-06-07,2025-06-08,13,0,84383.48,11.08,Employed,Married
ACC_00001130,Kayla Garcia,Checking,476.79,676,99632,2023-11-09,2025-06-06,19,0,18357.93,11.24,Employed,Married
ACC_00001131,Stephanie Warren,Savings,20040.33,720,105279,2023-06-28,2025-06-16,9,0,0.0,0.0,Employed,Married
ACC_00001132,Thomas Garcia,Credit,-1817.4,539,43567,2023-10-09,2025-06-24,13,0,24996.48,12.61,Retired,Married
ACC_00001133,Erik Thomas,Checking,6506.21,536,67807,2015-10-20,2025-06-29,9,2,0.0,0.0,Employed,Married
